activity_id,datetime,user_id,pc_id,device_type,location,activity_type,action_details,risk_level,correlated_id,target_user_id
3db5736b-f152-44ca-a5b2-19fbbe3f1dee,01/02/2010 06:55:16,LRR0148,PC-4275,unknown,unknown,http,Http activity,Low,{V1Y4-S2IR20QU-6154HFXJ},unknown
01eebfec-6b6b-4036-822b-373a51b8b206,01/02/2010 07:00:13,NGF0157,PC-6056,unknown,unknown,http,Http activity,Low,{Q5R1-T3EF87UE-2395RWZS},unknown
6a5e0882-9662-49cb-a7e0-3989670b9b05,01/02/2010 07:03:46,NGF0157,PC-6056,unknown,unknown,http,Http activity,Low,{X9O1-O0XW52VO-5806RPHG},unknown
a4bce624-8cf4-4919-9f50-03025c6547c6,01/02/2010 07:05:26,IRM0931,PC-7188,unknown,unknown,http,Http activity,Low,{G5S8-U5OG04TE-5299CCTU},unknown
26311e03-c49d-484f-b459-84654556205b,01/02/2010 07:05:52,IRM0931,PC-7188,unknown,unknown,http,Http activity,Low,{L0R4-A9DH29VP-4553AUWM},unknown
e969fc86-1266-4e66-afec-999dfb867134,01/02/2010 07:05:55,IRM0931,PC-7188,unknown,unknown,http,Http activity,Low,{U7D0-K8FF04MI-4691ZHYP},unknown
46746015-6335-4b7d-b171-0ac2bb39bcad,01/02/2010 07:06:28,LRR0148,PC-4275,unknown,unknown,http,Http activity,Low,{D4T8-I2QG91QD-5892HWPX},unknown
ac94b711-f189-4958-a619-b696283d41c3,01/02/2010 07:06:33,IRM0931,PC-7188,unknown,unknown,http,Http activity,Low,{A4Z0-C9LR36OE-7241XUSU},unknown
021dee57-40e0-4cec-84ed-25aedfe00aa7,01/02/2010 07:07:16,NGF0157,PC-6056,unknown,unknown,http,Http activity,Low,{K2P9-H6BL68NS-7303TLDJ},unknown
38409b73-4d17-4043-8b1d-5a179120af05,01/02/2010 07:07:50,LRR0148,PC-4275,unknown,unknown,http,Http activity,Low,{N2Y8-O6BU87DG-3052HVGF},unknown
1d9e4447-a2ed-471f-8537-bded89f65034,01/02/2010 07:08:11,IRM0931,PC-7188,unknown,unknown,http,Http activity,Low,{B7T7-C5LJ57MV-5914HNQX},unknown
9d6dd2eb-879a-43ca-aa49-aa87f04928b4,01/02/2010 07:08:31,NGF0157,PC-6056,unknown,unknown,http,Http activity,Low,{I7Q5-Y8LZ15QA-0537HNJP},unknown
e9019459-39bc-4b17-9cd4-05c63e0f84e5,01/02/2010 07:11:17,LRR0148,PC-4275,unknown,unknown,http,Http activity,Low,{G9R2-X4TJ00FW-3170ULVH},unknown
b796298b-ae68-4edb-a5da-1b3672be421e,01/02/2010 07:12:32,LRR0148,PC-4275,unknown,unknown,http,Http activity,Low,{L8S5-A1PH31MO-9651EQOM},unknown
c3d773f7-bdae-40d0-aad4-4bb00a72ee86,01/02/2010 07:12:35,LAP0338,PC-5758,unknown,unknown,http,Http activity,Low,{T2J4-M8BH40DX-5584IPWG},unknown
ec9cd362-0e38-4f3c-9674-e2068fabebc0,01/02/2010 07:12:39,LAP0338,PC-5758,unknown,unknown,http,Http activity,Low,{K1T2-Y6UW10IP-8013RLPO},unknown
c377fbc7-5a95-448f-b6a0-7533e01cda12,01/02/2010 07:12:56,LAP0338,PC-5758,unknown,unknown,http,Http activity,Low,{Q9W5-H1VE79DP-1699HOLS},unknown
10e1e8b6-fa7e-4020-9f5f-b9eeea42bd1c,01/02/2010 07:13:23,LAP0338,PC-5758,unknown,unknown,http,Http activity,Low,{H0V9-Q9MX33GD-6280RAGU},unknown
9b56be9f-f86f-4064-a038-9cbdbd7e60c8,01/02/2010 07:13:38,LAP0338,PC-5758,unknown,unknown,http,Http activity,Low,{U5Q3-F4CO90LG-8400BAAI},unknown
affb848e-a9dc-468a-8243-41205389a483,01/02/2010 07:13:52,LAP0338,PC-5758,unknown,unknown,http,Http activity,Low,{G5Y9-N4NU95KL-0947IIBI},unknown
799291d6-670f-44a3-baa9-904e992d856b,01/02/2010 07:14:12,LAP0338,PC-5758,unknown,unknown,http,Http activity,Low,{K8S6-J5GR92YS-6090KSCF},unknown
